INSTNM,STABBR,year,earnings_med,count_not_working,count_working
Southwestern College,KS,2013,46200,57,627
Sterling College,KS,2013,34400,0,217
Tabor College,KS,2013,41200,26,267
Washburn University,KS,2013,38800,271,2164
Wichita State University-Campus of Applied Sciences and Technology,KS,2013,32000,162,664
Wichita State University,KS,2013,39600,447,3220
Wichita Technical Institute,KS,2013,37100,115,538
Alice Lloyd College,KY,2013,31300,39,228
Asbury University,KY,2013,35100,57,410
Ashland Community and Technical College,KY,2013,23700,387,1097
Barrett and Company School of Hair Design,KY,2013,15600,0,74
Bellarmine University,KY,2013,46000,66,633
Berea College,KY,2013,31800,69,541
PJ's College of Cosmetology-Bowling Green,KY,2013,15800,48,202
Southcentral Kentucky Community and Technical College,KY,2013,29400,128,586
Brescia University,KY,2013,37400,0,193
Campbellsville University,KY,2013,32400,82,574
Bluegrass Community and Technical College,KY,2013,27000,310,1029
Centre College,KY,2013,44100,0,230
Clear Creek Baptist Bible College,KY,2013,26700,0,71
Paul Mitchell the School-Lexington,KY,2013,0,0,0
Collins School of Cosmetology,KY,2013,0,0,0
Galen College of Nursing-Louisville,KY,2013,38200,126,652
University of the Cumberlands,KY,2013,32900,84,594
Eastern Kentucky University,KY,2013,34800,600,3952
Elizabethtown Community and Technical College,KY,2013,28100,293,1133
Georgetown College,KY,2013,40400,34,422
PJ's College of Cosmetology-Glasgow,KY,2013,0,0,0
Hazard Community and Technical College,KY,2013,23300,604,1221
Paul Mitchell the School-Louisville,KY,2013,11400,0,79
Henderson Community College,KY,2013,29000,143,469
Hopkinsville Community College,KY,2013,26900,305,1095
Daymar College-Paducah Main,KY,2013,21600,77,220
Jefferson Community and Technical College,KY,2013,27200,582,2588
Jenny Lea Academy of Cosmetology,KY,2013,0,0,0
Summit Salon Academy-Lexington,KY,2013,0,0,0
American tiol University-Lexington,KY,2013,19700,636,1716
Kentucky Mountain Bible College,KY,2013,0,0,0
Kentucky State University,KY,2013,28600,110,689
Kentucky Wesleyan College,KY,2013,34000,29,245
University of Kentucky,KY,2013,43000,490,5038
Kentucky Christian University,KY,2013,31400,39,264
Lindsey Wilson College,KY,2013,27000,147,732
Sullivan College of Technology and Design,KY,2013,33000,98,538
University of Louisville,KY,2013,40300,375,3122
Madisonville Community College,KY,2013,26700,288,1035
Maysville Community and Technical College,KY,2013,23700,246,718
Mid-Continent University,KY,2013,39100,57,432
Midway University,KY,2013,35600,80,593
Morehead State University,KY,2013,31400,542,2683
Murray State University,KY,2013,35700,331,2289
Gateway Community and Technical College,KY,2013,27400,137,494
Northern Kentucky University,KY,2013,36200,427,3364
Nutek Academy of Beauty Inc,KY,2013,0,0,0
Daymar College-Owensboro,KY,2013,21200,214,689
West Kentucky Community and Technical College,KY,2013,25400,468,1603
Pat Wilson's Beauty College,KY,2013,0,0,0
University of Pikeville,KY,2013,28400,68,291
Big Sandy Community and Technical College,KY,2013,23400,670,1339
Brown Mackie College-Louisville,KY,2013,29600,146,625
Empire Beauty School-Chenoweth,KY,2013,17800,770,2146
Saint Catharine College,KY,2013,29800,46,393
Empire Beauty School-Elizabethtown,KY,2013,16900,412,1034
Empire Beauty School-Dixie,KY,2013,15700,150,333
Empire Beauty School-Florence,KY,2013,17000,145,376
Brown Mackie College-Northern Kentucky,KY,2013,29600,146,625
Somerset Community College,KY,2013,24300,772,2254
Southeast Kentucky Community and Technical College,KY,2013,21800,525,1132
Spalding University,KY,2013,43700,49,396
Spencerian College-Louisville,KY,2013,31800,296,1624
Sullivan University,KY,2013,30100,567,2921
Thomas More College,KY,2013,46100,45,537
Transylvania University,KY,2013,41700,0,294
Trend Setters' Academy of Beauty Culture-Louisville,KY,2013,14500,52,180
Union College,KY,2013,31000,69,303
Western Kentucky University,KY,2013,33800,644,4694
American School of Business,LA,2013,19000,42,162
Ayers Career College,LA,2013,26800,47,170
Baton Rouge General Medical Center-School of Nursing,LA,2013,47200,0,64
Baton Rouge General Medical Center-School of Radiologic Technology,LA,2013,47200,0,64
Baton Rouge School of Computers,LA,2013,30800,40,166
Capital Area Technical College,LA,2013,25900,1621,5925
Bossier Parish Community College,LA,2013,29600,291,1328
Cameron College,LA,2013,23400,40,211
Centery College of Louisia,LA,2013,44700,31,248
Cloyd's Beauty School 1 Inc,LA,2013,0,0,0
Crescent City Bartending School,LA,2013,23400,294,762
D'Jay's Institute of Cosmetology and Esthiology,LA,2013,16300,0,82
Delgado Community College,LA,2013,28000,1047,5376
Delta School of Business and Technology,LA,2013,19100,120,360
Avery James School of Cosmetology,LA,2013,0,0,0
Denham Springs Beauty School,LA,2013,0,0,0
Dillard University,LA,2013,32800,115,841
Nunez Community College,LA,2013,26200,315,1076
Grambling State University,LA,2013,28000,212,1527
Guy's Shreveport Academy of Cosmetology Inc,LA,2013,17100,47,115
ITI Technical College,LA,2013,50800,79,430
John Jay Beauty College,LA,2013,17300,38,109
John Jay Beauty College,LA,2013,19200,0,73
Louisia State University Health Sciences Center-New Orleans,LA,2013,66500,47,441
Louisia State University-Alexandria,LA,2013,33000,222,1192
Louisia State University and Agricultural & Mechanical College,LA,2013,47600,497,5517
Louisia State University-Eunice,LA,2013,30000,259,1546
Louisia State University-Shreveport,LA,2013,34600,193,1146
Acadia Technical College-Lafayette Campus,LA,2013,0,0,0
Aveda Institute-Baton Rouge,LA,2013,17800,53,122
Aveda Institute-Lafayette,LA,2013,17000,49,113
Louisia Academy of Beauty,LA,2013,14600,0,57
Louisia College,LA,2013,40500,53,344
Opelousas School of Cosmetology,LA,2013,0,0,0
Louisia Tech University,LA,2013,41000,340,2507
Loyola University New Orleans,LA,2013,46100,133,1016
McNeese State University,LA,2013,37300,350,2178
University of New Orleans,LA,2013,37800,566,3603
Nicholls State University,LA,2013,36000,284,1982
University of Louisia at Monroe,LA,2013,36800,367,2529
Northwestern State University of Louisia,LA,2013,33500,618,3452
University of Holy Cross,LA,2013,39500,56,419
Franciscan Missiories of Our Lady University,LA,2013,45100,112,823
Pat Goins Benton Road Beauty School,LA,2013,0,0,0
Celebrity Stylist Beauty School,LA,2013,0,0,0
Pat Goins Ruston Beauty School,LA,2013,0,0,0
Pineville Beauty School,LA,2013,0,0,0
Aveda Institute-Covington,LA,2013,20200,105,298
Saint Joseph Semiry College,LA,2013,0,0,0
Vanguard College of Cosmetology-Slidell,LA,2013,0,0,0
South Louisia Beauty College,LA,2013,13300,28,73
Fletcher Technical Community College,LA,2013,29200,50,166
Remington College-Lafayette Campus,LA,2013,26300,187,907
SOWELA Technical Community College,LA,2013,0,0,0
Stevensons Academy of Hair Design,LA,2013,14900,35,134
Southeastern Louisia University,LA,2013,36000,630,4115
Southern University and A & M College,LA,2013,33800,218,2245
Southern University at New Orleans,LA,2013,28200,180,968
Southern University at Shreveport,LA,2013,23300,205,1011
University of Louisia at Lafayette,LA,2013,38300,516,3692
Tulane University of Louisia,LA,2013,56200,259,2120
Xavier University of Louisia,LA,2013,47900,92,1305
Kaplan University-Maine Campus,ME,2013,33500,3035,11449
College of the Atlantic,ME,2013,24300,0,107
Bates College,ME,2013,55700,0,239
Beal College,ME,2013,20100,60,225
Bowdoin College,ME,2013,58700,25,316
Maine College of Health Professions,ME,2013,50700,0,83
Central Maine Community College,ME,2013,31200,108,720
Colby College,ME,2013,55000,32,306
Eastern Maine Community College,ME,2013,30700,97,729
Husson University,ME,2013,38500,68,738
Kennebec Valley Community College,ME,2013,29800,130,595
The Landing School,ME,2013,0,0,0
University of Maine at Augusta,ME,2013,27500,520,1900
University of Maine at Farmington,ME,2013,33800,106,833
University of Maine at Fort Kent,ME,2013,33200,36,274
University of Maine at Machias,ME,2013,25900,55,261
University of Maine,ME,2013,40800,281,2968
Maine Maritime Academy,ME,2013,84000,0,356
University of Maine at Presque Isle,ME,2013,29600,83,456
University of New England,ME,2013,45000,62,803
Northern Maine Community College,ME,2013,28200,122,470
Empire Beauty School-Maine,ME,2013,17000,145,376
Maine College of Art,ME,2013,24300,27,200
Saint Joseph's College of Maine,ME,2013,40100,39,482
Spa Tech Institute-Westbrook,ME,2013,23100,57,246
Southern Maine Community College,ME,2013,33400,191,1219
University of Southern Maine,ME,2013,37900,271,2514
Thomas College,ME,2013,37100,31,326
Unity College,ME,2013,33000,34,279
Washington County Community College,ME,2013,25900,76,280
Aaron's Academy of Beauty,MD,2013,17000,0,62
Aesthetics Institute of Cosmetology,MD,2013,0,0,0
Allegany College of Maryland,MD,2013,29700,278,1385
Anne Arundel Community College,MD,2013,37000,432,2058
Brightwood College-Towson,MD,2013,27600,133,549
Award Beauty School,MD,2013,14400,45,111
Baltimore Studio of Hair Design,MD,2013,16400,37,129
Baltimore City Community College,MD,2013,28600,599,2494
University of Baltimore,MD,2013,55100,119,708
Bowie State University,MD,2013,46400,126,1188
Capitol Technology University,MD,2013,70700,0,87
Cecil College,MD,2013,31000,91,372
College of Southern Maryland,MD,2013,37000,152,851
Chesapeake College,MD,2013,27100,124,486
Washington Adventist University,MD,2013,43900,55,438
Coppin State University,MD,2013,35000,168,1041
Delmarva Beauty Academy,MD,2013,17400,0,81
North American Trade Schools,MD,2013,36000,32,148
Frederick Community College,MD,2013,37500,130,563
Frostburg State University,MD,2013,43900,136,1467
Garrett College,MD,2013,27000,55,293
Goucher College,MD,2013,46700,41,392
Kaplan University-Hagerstown Campus,MD,2013,33500,3035,11449
Hagerstown Community College,MD,2013,32800,155,767
Harford Community College,MD,2013,33200,136,681
Hood College,MD,2013,42800,50,346
Howard Community College,MD,2013,36900,164,904
Aveda Institute-Maryland,MD,2013,18800,0,56
Johns Hopkins University,MD,2013,69800,146,1548
L'Academie de Cuisine,MD,2013,38600,0,70
Lincoln College of Technology-Columbia,MD,2013,36000,357,1801
Loyola University Maryland,MD,2013,64800,61,899
Maryland Beauty Academy,MD,2013,13800,0,50
University of Maryland-University College,MD,2013,49900,850,4170
University of Maryland Baltimore,MD,2013,83000,57,846
University of Maryland-Baltimore County,MD,2013,54100,277,2192
University of Maryland-College Park,MD,2013,61700,526,5367
Maryland Institute College of Art,MD,2013,35700,72,463
University of Maryland Eastern Shore,MD,2013,36200,133,1226
Fortis Institute-Towson,MD,2013,26600,339,1415
Montgomery Beauty School,MD,2013,16400,52,176
Montgomery College,MD,2013,40400,614,3349
Morgan State University,MD,2013,39200,247,2027
Mount St. Mary's University,MD,2013,53600,35,545
Ner Israel Rabbinical College,MD,2013,0,0,0
Hair Academy Inc-New Carrollton,MD,2013,14100,79,271
Notre Dame of Maryland University,MD,2013,47400,66,408
Prince George's Community College,MD,2013,39000,374,2421
Brightwood College-Baltimore,MD,2013,30500,271,1133
Robert Paul Academy of Cosmetology Arts & Sciences,MD,2013,34200,0,55
Maryland Beauty Academy of Essex,MD,2013,22000,0,70
Salisbury University,MD,2013,47800,144,1956
St Mary's College of Maryland,MD,2013,48100,41,441
Sojourner-Douglass College,MD,2013,32600,152,568
St. John's College,MD,2013,34400,32,128
Brightwood College-Beltsville,MD,2013,34200,116,628
Towson University,MD,2013,49800,290,3793
Intertiol Beauty School,MD,2013,16100,40,80
Stevenson University,MD,2013,49500,70,806
Washington College,MD,2013,45300,0,362
McDaniel College,MD,2013,47900,40,589
Wor-Wic Community College,MD,2013,28200,250,889
American Intertiol College,MA,2013,43200,69,645
Amherst College,MA,2013,59700,31,228
An Maria College,MA,2013,42900,30,256
Assabet Valley Regiol Technical School,MA,2013,0,0,0
Assumption College,MA,2013,53000,61,844
Babson College,MA,2013,91400,48,384
Bancroft School of Massage Therapy,MA,2013,0,0,0
Boston Baptist College,MA,2013,26000,0,50
Bay Path University,MA,2013,41000,83,617
Bay State College,MA,2013,30800,131,578
Bay State School of Technology,MA,2013,42000,73,314
Becker College,MA,2013,42100,58,577
Bentley University,MA,2013,80600,74,1249
Berklee College of Music,MA,2013,29100,188,1074
Berkshire Community College,MA,2013,29900,130,539
Empire Beauty School-Boston,MA,2013,17200,93,318
Boston Architectural College,MA,2013,46400,34,171
Boston College,MA,2013,70000,204,2567
The Boston Conservatory,MA,2013,29800,0,138
Boston University,MA,2013,62000,423,4444
Brandeis University,MA,2013,55300,79,703
Bridgewater State University,MA,2013,43800,230,2330
Bristol Community College,MA,2013,29800,383,1504
Sigture Healthcare Brockton Hospital School of Nursing,MA,2013,58500,0,150
Bunker Hill Community College,MA,2013,32800,471,1803
Cambridge College,MA,2013,38100,91,387
Cape Cod Community College,MA,2013,31000,176,832
Catherine Hinds Institute of Esthetics,MA,2013,29600,44,195
Laboure College,MA,2013,58700,30,297
Clark University,MA,2013,44500,51,623
Curry College,MA,2013,44900,85,914
Lincoln Technical Institute-Somerville,MA,2013,27700,1045,4046
Dean College,MA,2013,31000,62,598
Diman Regiol Technical Institute,MA,2013,0,0,0
tiol Aviation Academy of New England,MA,2013,55300,38,290
Eastern zarene College,MA,2013,42200,64,450
Emerson College,MA,2013,43700,94,1118
Emmanuel College,MA,2013,47400,48,605
Endicott College,MA,2013,49800,38,772
Rob Roy Academy-Fall River,MA,2013,17000,39,102
Fisher College,MA,2013,33200,102,640
Fitchburg State University,MA,2013,41900,94,1110
Framingham State University,MA,2013,45500,99,1097
Benjamin Franklin Institute of Technology,MA,2013,38400,35,253
Gordon College,MA,2013,39800,69,538
Greenfield Community College,MA,2013,32500,160,644
Hallmark Institute of Photography,MA,2013,29200,44,219
Hampshire College,MA,2013,31800,57,331
Harvard University,MA,2013,90900,213,1795
Hellenic College-Holy Cross Greek Orthodox School of Theology,MA,2013,0,0,0
Henris School of Hair Design,MA,2013,17400,0,75
College of the Holy Cross,MA,2013,65200,39,606
Holyoke Community College,MA,2013,30200,435,1723
Sanford-Brown College-Boston,MA,2013,30000,223,910
Kay Harvey Academy of Hair Design,MA,2013,19400,0,63
La Baron Hairdressing Academy-Brockton,MA,2013,20900,0,53
La Baron Hairdressing Academy-New Bedford,MA,2013,17100,0,90
Lasell College,MA,2013,39900,51,564
Lawrence Memorial Hospital School of Nursing,MA,2013,61400,0,142
Lesley University,MA,2013,35900,97,744
Lowell Academy Hairstyling Institute,MA,2013,18400,25,76
University of Massachusetts-Lowell,MA,2013,50800,244,2346
Mansfield Beauty Schools-Springfield,MA,2013,0,0,0
Mansfield Beauty Schools-Quincy,MA,2013,16700,27,72
Marian Court College,MA,2013,31300,39,182
University of Massachusetts-Amherst,MA,2013,49700,544,5650
University of Massachusetts-Boston,MA,2013,47000,371,2419
Massachusetts Bay Community College,MA,2013,39200,177,987
MCPHS University,MA,2013,112700,54,1030
Massachusetts College of Art and Design,MA,2013,34600,66,481
Massachusetts Institute of Technology,MA,2013,94200,98,914
Massachusetts Maritime Academy,MA,2013,79300,0,260
Massachusetts School of Barbering,MA,2013,0,0,0
Massasoit Community College,MA,2013,32500,327,1404
Merrimack College,MA,2013,54800,39,791
MGH Institute of Health Professions,MA,2013,0,0,0
Middlesex Community College,MA,2013,34100,350,1808
Montserrat College of Art,MA,2013,30900,0,177
Mount Holyoke College,MA,2013,46100,77,492
Mount Ida College,MA,2013,38100,91,638
Mount Wachusett Community College,MA,2013,31300,257,1232
